index,Year,ArticleNo,Title,Abstract,Author,Affiliation,IEEEKeyword,Reference,ReferenceNo,Citation,CitationNo,Nationality,,,,,,,,,,,,,
20,2015,7156368,SentiCompass: Interactive visualization for exploring and comparing the sentiments of time-varying twitter data,"In this work, we introduce SentiCompass for exploring and comparing the sentiments of time-varying Twitter data. Our visualization design combines 2D psychology model of affect (i.e. emotion) with a time tunnel representation. To illustrate our visualization design, two case studies are conducted. They demonstrate the effectiveness of SentiCompass in achieving various tasks related to temporal sentiment and affective analysis of tweets. The interactive demo of our system is available at: http://youtu.be/ZaMF6VNO7tA.",Florence Ying Wang;Arnaud Sallaberry;Karsten Klein;Masahiro Takatsuka;Mathieu Roche,"LIRMM & Universit? de Montpellier, France;LIRMM & Universit? Paul Val?ry Montpellier, France;Monash University, Australia;The University of Sydney, Australia;TETIS & LIRMM, France",Data visualization;Visualization;Nominations and elections;Twitter;Image color analysis;Psychology;Australia,18,4475466;963273;5613449;7042496,2,,FR;FR;AU;AU;FR,,,,,,,,,,,,,
21,2015,7156369,Application of Pareto sets in quality control of series production in car manufacturing,"In car manufacturing, quality management and control are important parts of the series process. In series production, many parts are controlled in various ways in some or all stages of assembly. While tactile measurements are mostly restricted to the points on an inspection plan, this restriction does not apply to optical measurements. We propose a method based on the theory of Pareto sets (multivariate topological analysis) to cope with the large amount of data produced by optical measurements and to find points of interest on the measured surface in addition to the inspection plan. We describe a method which automatically detects areas of systematic errors on a component and visualizes them on the triangulated surface. The visualization can help experts to decide, whether a detected feature is severe enough to be added to the inspection plan.",Lars Huettenberger;Nils Feige;Achim Ebert;Christoph Garth,"TU Kaiserslautern, Germany;TU Kaiserslautern, Germany;TU Kaiserslautern, Germany;TU Kaiserslautern, Germany",Data visualization;Optical variables measurement;Smoothing methods;Presses;Systematics;Inspection,17,6596141;6596141;6875963;4658163;964519;4015447;4015446,1,,DE;DE;DE;DE,,,,,,,,,,,,,
22,2015,7156370,Visualizing 2D scalar fields with hierarchical topology,"This paper describes an effort to create new visualizations by exploiting hierarchical scalar topology. First, we build a hierarchical topology through synchronously constructing and simplifying Contour Tree (CT) and Morse-Smale (MS) complex of scalar fields. We then introduce three algorithms based on the hierarchical topology: (1) topology-based multi-resolution contouring - an overview provided for a scalar field by extracting iso-values from the simplified CT and tracing approximate contours across the MS complex cells; (2) topology based spaghetti plots for uncertainty - a seeding scheme based on the hierarchical topology for visualizing uncertainty among ensemble scalar data; (3) virtual ribbons - a new scheme for visualizing multivariate data invented by overlapping visual ribbons which encode the scalar variation of a region covered by uniform contours. We compare the new approaches with current alternatives.",Keqin Wu;Song Zhang,"I. M. Systems Group (IMSG) at NOAA, USA;Mississippi State University, USA",Approximation methods;Topology;Data visualization;Visualization;Uncertainty;Feature extraction;Image color analysis,27,1298796;5613483;663874;5290769;745292;1290044;1372235;4015453,1,,US;US,,,,,,,,,,,,,
23,2015,7156371,Adaptive particle relaxation for time surfaces,"Time surfaces are a versatile tool to visualise advection and deformation in flow fields. Due to complex flow behaviours involving stretching, shearing, and folding, straightforward mesh-based representations of these surfaces can develop artefacts and degenerate quickly. Common counter-measures rely on refinement and adaptive insertion of new particles which lead to an unpredictable increase in memory requirements. We propose a novel time surface extraction technique that keeps the number of required flow particles constant, while providing a high level of fidelity and enabling straightforward load balancing. Our solution implements a 2D particle relaxation procedure that makes use of local surface metric tensors to model surface deformations. We combine this with an accurate bicubic surface representation to provide an artefact-free surface visualisation. We demonstrate and evaluate benefits of the proposed method with respect to surface accuracy and computational efficiency.",Anne Berres;Harald Obermaier;Ken Joy;Hans Hagen,"TU Kaiserslautern, Germany;UC Davis, USA;UC Davis, USA;TU Kaiserslautern, Germany",Tensile stress;Measurement;Three-dimensional displays;Surface reconstruction;Face,25,5290737;5290737;6378974;4658156;235211;5290756;5290738;4658173;6327220,1,,DE;US;US;DE,,,,,,,,,,,,,
24,2015,7156372,Computation-to-core mapping strategies for iso-surface volume rendering on GPUs,"Ray casting algorithm is a major component of the direct volume rendering, which exhibits inherent parallelism, making it suitable for graphics processing units (GPUs). However, blindly mapping the ray casting algorithm on a GPU's complex parallel architecture can result in a magnitude of performance loss. In this paper, a novel computation-to-core mapping strategy, called Warp Marching, for the texture-based iso-surface volume rendering is introduced. We evaluate and compare this new strategy with the most commonly used existing mapping strategy. Texture cache performance and load balancing are the two major evaluation factors since they have significant consequences on the overall rendering performance. Through a series of real-life data experiments, we conclude that the texture cache performances of these two computation-to-core mapping strategies are significantly affected by the viewing direction; and the Warp Marching performs better in balancing workloads among threads and concurrent hardware components of a GPU.",Junpeng Wang;Fei Yang;Yong Cao,"Virginia Tech, USA;NVIDIA, USA;Virginia Tech, USA",Graphics processing units;Standards;Rendering (computer graphics);Instruction sets;Load management;Hardware;Casting,17,1309273,0,,US;US;US,,,,,,,,,,,,,
25,2015,7156373,VisMOOC: Visualizing video clickstream data from Massive Open Online Courses,"Massive Open Online Courses (MOOCs) platforms are becoming increasingly popular in recent years. With thousands of students watching course videos, enormous amounts of clickstream data are produced and recorded by the MOOCs platforms for each course. Such large-scale data provide a great opportunity for instructors and educational analysts to gain insight into online learning behaviors on an unprecedented scale. Nevertheless, the growing scale and unique characteristics of the data also pose a special challenge for effective data analysis. In this paper, we introduce VisMOOC, a visual analytic system to help analyze user learning behaviors by using video clickstream data from MOOC platforms. We work closely with the instructors of two Coursera courses to understand the data and collect task analysis requirements. A complete user-centered design process is further employed to design and develop VisMOOC. It includes three main linked views: the List View to show an overview of the clickstream differences among course videos, the Content-based View to show temporal variations in the total number of each type of click action along the video timeline, the Dashboard View to show various statistical information such as demographic information and temporal information. We conduct two case studies with the instructors to demonstrate the usefulness of VisMOOC and discuss new findings on learning behaviors.",Conglei Shi; Siwei Fu; Qing Chen; Huamin Qu,"The Hong Kong University of Science and Technology, China;The Hong Kong University of Science and Technology, China;The Hong Kong University of Science and Technology, China;The Hong Kong University of Science and Technology, China",Streaming media;Data visualization;Education;Image color analysis;Interviews;Visual analytics,34,4648332;4270292;4367712;6235948;5524021;6327248;6378977;801851;1173155;6400494;4281180,20,,CN;CN;CN;CN,,,,,,,,,,,,,
26,2015,7156374,TraVis - A visualization framework for mobile transect data sets in an urban microclimate context,"In urban microclimate research, mobile transects are utilized to observe the relationship between atmospheric variables and the urban environment. However, the data sets resulting from mobile measurements are complex: They are spatially dependent, multivariate, and often-times multitemporal. At the same time, the spatial context of each observation - its field of view and area represented - is physically complex and dynamic. These properties make analysis and visualization challenging. We present a prototype visualization framework that assists researchers in the analysis of mobile transect measurements. The system enables users to visualize and explore observations as walls that delineate the transect route on a map. The observed attributes are stacked upon each other within these walls as ribbons to facilitate the qualitative analysis of spatial variability and multivariate correlations. The relationship between observations and spatial context can interactively be explored by moving a slider along the transect route. For each observation on the track, the spatially contextual source area is displayed and linked to a view of the fraction of land cover classes contained within the source area. These qualitative analysis capabilities are complemented by an interactive clustering interface, which allows for the classification of transect segments according to a coherent pattern of multivariate relationships between a user-defined set of observations. The framework was developed by a team comprising both visualization and urban microclimate researchers, and a case study shows its utility for this specialized application.",Kathrin H?b;Ariane Middel;Benjamin L. Ruddell;Hans Hagen,"Computer Graphics and HCI Group, University of Kaiserslautern, Germany;Julie Ann Wrigley Global, Institute of Sustainability, Arizona State University, Tempe, USA;The Polytechnic School, Arizona State University, Mesa, USA;Computer Graphics and HCI Group, University of Kaiserslautern, Germany",Trajectory;Mobile communication;Context;Temperature measurement;Data visualization;Sensors;Land surface temperature,40,4677356;5332584;5432167;4677356;5332584;5432167;5290694;5613442;5290707;58325;6787167;6065019;5742384;6327262;846731;6634174;1652919,0,,DE;US;US;DE,,,,,,,,,,,,,
27,2015,7156375,CloudGazer: A divide-and-conquer approach to monitoring and optimizing cloud-based networks,"With the rise of virtualization and cloud-based networks of various scales and degrees of complexity, new approaches to managing such infrastructures are required. In these networks, relationships among components can be of arbitrary cardinality (1:1, 1:n, n:m), making it challenging for administrators to investigate which components influence others. In this paper we present CloudGazer, a scalable visualization system that allows users to monitor and optimize cloud-based networks effectively to reduce energy consumption and to increase the quality of service. Instead of visualizing the overall network, we split the graph into semantic perspectives that provide a much simpler view of the network. CloudGazer is a multiple coordinated view system that visualizes either static or live status information about the components of a perspective while reintroducing lost inter-perspective relationships on demand using dynamically created inlays. We demonstrate the effectiveness of CloudGazer in two usage scenarios: The first is based on a real-world network of our domain partners where static performance parameters are used to find an optimal design. In the second scenario we use the VAST 2013 Challenge dataset to demonstrate how the system can be employed with live streaming data.",Holger Stitz;Samuel Gratzl;Michael Krieger;Marc Streit,"Johannes Kepler University Linz, Austria;Johannes Kepler University Linz, Austria;RISC Software GmbH, Austria;Johannes Kepler University Linz, Australia",Servers;Data visualization;Monitoring;Cloud computing;Semantics;Virtual machining;Virtualization,22,6064996;6102439;6064996;6102439;6064989;4376146;6634190;6327279,7,7369992,AU;AU;AU;AU,,,,,,,,,,,,,
28,2015,7156376,Can twitter really save your life? A case study of visual social media analytics for situation awareness,"Social media monitoring for crisis intelligence is on the brink of commercialization and widespread adoption. To close the gap between research and application, this paper presents results of a broad-scale case study on visual analytics of social media for situation awareness. We asked twenty-nine domain experts from disaster response and critical infrastructure management to investigate various crisis intelligence tasks based on actual Twitter data, which was recorded during the 2013 German Flood. To this end, the ScatterBlogs visual analytics framework, a platform that provides reference implementations of tools and techniques from ongoing research, was given to them as an integrated toolbox. This paper presents and reviews the domain experts' individual performances with the system, their comments about the usefulness and applicability of its capabilities, and the results of a questionnaire each participant had to complete. Based on this evaluation, we will answer the question if and how visual analytics of social media can shape tomorrow's crisis intelligence.",Dennis Thom;Robert Kr?ger;Thomas Ertl;Ulrike Bechstedt;Axel Platz;Julia Zisgen;Bernd Volland,"VIS, University of Suttgart, Germany;VIS, University of Suttgart, Germany;VIS, University of Suttgart, Germany;Siemens AG, Germany;Siemens AG, Germany;Federal Office of Civil Protection and Disaster Assistance, Germany;University of Kassel, Germany",Media;Data visualization;Twitter;Visualization;Lenses;Floods;Real-time systems,35,6634195;6400557;6553926;5613451;6400485;6634160;6327290;6787167;6634137;6102456;1626178;4359491;6183572,8,7732236;7364284,DE;DE;DE;DE;DE;DE,,,,,,,,,,,,,
29,2015,7156377,MetaTracts - A method for robust extraction and visualization of carbon fiber bundles in fiber reinforced composites,"This work introduces MetaTracts, a novel method for extracting and visualizing individual fiber bundles and weaving patterns from X-ray computed tomography (XCT) scans of endless carbon fiber reinforced polymers (CFRP). The proposed work flow is designed to analyze unit cells of CFRP materials integrating the recurring weaving pattern. It is designed to handle XCT scans of low resolution, in which individual fibers are not visible or are barely visible. First, a coarse version of integral curves is used to trace subsections of the individual fiber bundles in the woven CFRP materials. We call these sections MetaTracts. In the second step, these extracted fiber bundle sections (MetaTracts) are clustered using a two-step approach: first by orientation, then by proximity. The tool can generate volumetric representations as well as surface models of the extracted fiber bundles to be exported for further analysis. We evaluate the proposed work flow on a number of real world datasets and demonstrate that MetaTracts effectively and robustly identifies and separates different fiber bundles.",Arindam Bhattacharya;Christoph Heinzl;Artem Amirkhanov;Johann Kastner;Rephael Wenger,"The Ohio State University, USA;University of Applied Sciences - Upper Austria;University of Applied Sciences - Upper Austria;University of Applied Sciences - Upper Austria;The Ohio State University, USA",Weaving;Reliability;Carbon;Diffusion tensor imaging;Data visualization;Eigenvalues and eigenfunctions;Visualization,27,1398545;5290747;1532779;4359056;6787162;4479455,4,,US;AU;AU;AU;US,,,,,,,,,,,,,
30,2015,7156378,SketchInsight: Natural data exploration on interactive whiteboards leveraging pen and touch interaction,"In this work, we advance research efforts in combining the casual sketching approach of whiteboards with the machine's computing power. We present SketchInsight, a system that applies the familiar and collaborative features of a whiteboard interface to the accurate data exploration capabilities of interactive visualizations. SketchInsight enables data analysis with more fluid interaction, allowing people to visually explore their data by drawing simple charts and directly manipulating them. In addition, we report results from a qualitative study conducted to evaluate user experience in exploring data with SketchInsight, expanding our understanding on how people use a pen- and touch-enabled digital whiteboard for data exploration. We also discuss the challenges in building a working system that supports data analytic capabilities with pen and touch interaction and freeform annotation.",Bongshin Lee;Greg Smith;Nathalie Henry Riche;Amy Karlson;Sheelagh Carpendale,"Microsoft Research, USA;Microsoft Research, USA;Microsoft Research, USA;Microsoft Research, USA;University of Calgary, Canada",Data visualization;Fluids;Shape;Energy consumption;Software;Fingers;Sociology,39,6327275;6065018;6876039,5,7274257;7539580,US;US;US;US;CA,,,,,,,,,,,,,
31,2015,7156379,Clutter-aware label layout,"A high-quality label layout is critical for effective information understanding and consumption. Existing labeling methods fail to help users quickly gain an overview of visualized data when the number of labels is large. Visual clutter is a major challenge preventing these methods from being applied to real-world applications. To address this, we propose a context-aware label layout that can measure and reduce visual clutter during the layout process. Our method formulates the clutter model using four factors: confusion, visual connection, distance, and intersection. Based on this clutter model, an effective clutter-aware labeling method has been developed that can generate clear and legible label layouts in different visualizations. We have applied our method to several types of visualizations and the results show promise, especially in support of an uncluttered and informative label layout.",Yu Meng; Hui Zhang; Mengchen Liu; Shixia Liu,"School of Software, Tsinghua University, China;School of Software, Tsinghua University, China;Mengchen Liu is with Tsinghua University, China;School of Software, Tsinghua University, China",Visualization;Clutter;Layout;Cognition;Labeling;Measurement;Computational modeling,26,1509168;4376143;4967578;6064986;4658135;1382895;5406516,2,7557950,CN;CN;CN;CN,,,,,,,,,,,,,
32,2015,7156380,Uncertainty modeling and error reduction for pathline computation in time-varying flow fields,"When the spatial and temporal resolutions of a time-varying simulation become very high, it is not possible to process or store data from every time step due to the high computation and storage cost. Although using uniformly down-sampled data for visualization is a common practice, important information in the un-stored data can be lost. Currently, linear interpolation is a popular method used to approximate data between the stored time steps. For pathline computation, however, errors from the interpolated velocity in the time dimension can accumulate quickly and make the trajectories rather unreliable. To inform the scientist the error involved in the visualization, it is important to quantify and display the uncertainty, and more importantly, to reduce the error whenever possible. In this paper, we present an algorithm to model temporal interpolation error, and an error reduction scheme to improve the data accuracy for temporally down-sampled data. We show that it is possible to compute polynomial regression and measure the interpolation errors incrementally with one sequential scan of the time-varying flow field. We also show empirically that when the data sequence is fitted with least-squares regression, the errors can be approximated with a Gaussian distribution. With the end positions of particle traces stored, we show that our error modeling scheme can better estimate the intermediate particle trajectories between the stored time steps based on a maximum likelihood method that utilizes forward and backward particle traces.",Chun-Ming Chen;Ayan Biswas;Han-Wei Shen,"The Ohio State University, USA;The Ohio State University, USA;The Ohio State University, USA",Mathematical model;Interpolation;Computational modeling;Uncertainty;Polynomials;Gaussian distribution;Data models,21,6378985;4447667;6327234;5611509;1231171;1438260;5307638;5742374;6092313,8,7348070;7465273,US;US;US,,,,,,,,,,,,,
33,2015,7156381,An uncertainty-driven approach to vortex analysis using oracle consensus and spatial proximity,"Although vortex analysis and detection have been extensively investigated in the past, none of the existing techniques are able to provide fully robust and reliable identification results. Local vortex detection methods are popular as they are efficient and easy to implement, and produce binary outputs based on a user-specified, hard threshold. However, vortices are global features, which present challenges for local detectors. On the other hand, global detectors are computationally intensive and require considerable user input. In this work, we propose a consensus-based uncertainty model and introduce spatial proximity to enhance vortex detection results obtained using point-based methods. We use four existing local vortex detectors and convert their outputs into fuzzy possibility values using a sigmoid-based soft-thresholding approach. We apply a majority voting scheme that enables us to identify candidate vortex regions with a higher degree of confidence. Then, we introduce spatial proximity- based analysis to discern the final vortical regions. Thus, by using spatial proximity coupled with fuzzy inputs, we propose a novel uncertainty analysis approach for vortex detection. We use expert's input to better estimate the system parameters and results from two real-world data sets demonstrate the efficacy of our method.",Ayan Biswas;David Thompson; Wenbin He;Qi Deng; Chun-Ming Chen; Han-Wei Shenk;Raghu Machiraju;Anand Rangarajan,"The Ohio State University, USA;Mississippi State University, USA;The Ohio State University, USA;University of Florida, USA;The Ohio State University, USA;The Ohio State University, USA;The Ohio State University, USA;University of Florida, USA",Detectors;Uncertainty;Entropy;Tensile stress;Robustness;Electronic mail;Data visualization,37,468404;4632831;468404;4632831;4408059;5290745;1238242;1183789;5582086;6634153;4302576;809917;809896;745296;745333;1014977;1372196;4376212,5,7192689;7192711,US;US;US;US;US;US;US;US,,,,,,,,,,,,,
34,2015,7156382,Efficient volume illumination with multiple light sources through selective light updates,"Incorporating volumetric illumination into rendering of volumetric data increases visual realism, which can lead to improved spatial comprehension. It is known that spatial comprehension can be further improved by incorporating multiple light sources. However, many volumetric illumination algorithms have severe drawbacks when dealing with multiple light sources. These drawbacks are mainly high performance penalties and memory usage, which can be tackled with specialized data structures or data under sampling. In contrast, in this paper we present a method which enables volumetric illumination with multiple light sources without requiring precomputation or impacting visual quality. To achieve this goal, we introduce selective light updates which minimize the required computations when light settings are changed. We will discuss and analyze the novel concepts underlying selective light updates, and demonstrate them when applied to real-world data under different light settings.",Erik Sund?n;Timo Ropinski,"Interactive Visualization Group, Link?ping University, Sweden;Visual Computing Research Group, Ulm University, Germany",Light sources;Lighting;Rendering (computer graphics);Visualization;Solid modeling;Photography;Color,35,6875905;729583;6875905;729583;1250395;6327241;1196003;5710905;6064955;468400;5560616;6064942;1250394;6064977;6175015;135913;6461883;6634193,2,7534852,SE;DE,,,,,,,,,,,,,
35,2015,7156383,Advanced lighting for unstructured-grid data visualization,"The benefits of using advanced illumination models in volume visualization have been demonstrated by many researchers. Interactive volume rendering incorporated with advanced lighting has been achieved with GPU acceleration for regular-grid volume data, making volume visualization even more appealing as a tool for 3D data exploration. This paper presents an interactive illumination strategy, which is specially designed and optimized for volume visualization of unstructured-grid data. The basis of the design is a partial differential equation based illumination model to simulate the light propagation, absorption, and scattering within the volumetric medium. In particular, a two-level scheme is introduced to overcome the challenges presented by unstructured grids. Test results show that the added illumination effects such as global shadowing and multiple scattering not only lead to more visually pleasing visualization, but also greatly enhance the perception of the depth information and complex spatial relationships for features of interest in the volume data. This volume visualization enhancement is introduced at a time when unstructured grids are becoming increasingly popular for a variety of scientific simulation applications.",Min Shih;Yubo Zhang; Kwan-Liu Ma,"University of California, Davis, USA;University of California, Davis, USA;University of California, Davis, USA",Lighting;Rendering (computer graphics);Light sources;Scattering;Mathematical model;Solid modeling;Data visualization,29,6875905;6634150;6875905;6634150;1183767;885680;5262940;6327241;1183764;1196003;468400;5429594;885683;6064942;6361390;1250390,1,,US;US;US,,,,,,,,,,,,,
36,2015,7156384,Illustrative Timelapse: A technique for illustrative visualization of particle-based simulations,"Animated movies are a popular way to communicate complex phenomena in cell biology to the broad audience. Animation artists apply sophisticated illustration techniques to communicate a story, while trying to maintain a realistic representation of a complex dynamic environment. Since such hand-crafted animations are time-consuming and cost-intensive to create, our goal is to formalize illustration techniques used by artists to facilitate the automatic creation of visualizations generated from mesoscale particle-based molecular simulations. Our technique Illustrative Timelapse supports visual exploration of complex biochemical processes in dynamic environments by (1) seamless temporal zooming to observe phenomena in different temporal resolutions, (2) visual abstraction of molecular trajectories to ensure that observers are able to visually follow the main actors, (3) increased visual focus on events of interest, and (4) lens effects to preserve a realistic representation of the environment in the context. Results from a first user study indicate that visual abstraction of trajectories improves the ability to follow a story and is also appreciated by users. Lens effects increased the perceived amount of molecular motion in the environment while trading off traceability of individual molecules.",Mathieu Le Muzic;Manuela Waldner;Julius Parulek;Ivan Viola,"Vienna University of Technology, Austria;Vienna University of Technology, Austria;University of Bergen, Norway;Vienna University of Technology, Austria",Visualization;Data visualization;Trajectory;Lenses;Biological system modeling;Videos;Data models,28,4906853;6327214;6634090;1640790,4,,AU;AU;NO;AU,,,,,,,,,,,,,
37,2015,7156385,Coverage-based opacity estimation for interactive Depth of Field in molecular visualization,"In this paper, we introduce coverage-based opacity estimation to achieve Depth of Field (DoF) effects when visualizing molecular dynamics (MD) data. The proposed algorithm is a novel object-based approach which eliminates many of the shortcomings of state-of-the-art image-based DoF algorithms. Based on observations derived from a physically-correct reference renderer, coverage-based opacity estimation exploits semi-transparency to simulate the blur inherent to DoF effects. It achieves high quality DoF effects, by augmenting each atom with a semi-transparent shell, which has a radius proportional to the distance from the focal plane of the camera. Thus, each shell represents an additional coverage area whose opacity varies radially, based on our observations derived from the results of multi-sampling DoF algorithms. By using the proposed technique, it becomes possible to generate high quality visual results, comparable to those achieved through ground-truth multi-sampling algorithms. At the same time, we obtain a significant speedup which is essential for visualizing MD data as it enables interactive rendering. In this paper, we derive the underlying theory, introduce coverage-based opacity estimation and demonstrate how it can be applied to real world MD data in order to achieve DoF effects. We further analyze the achieved results with respect to performance as well as quality and show that they are comparable to images generated with modern distributed ray tracing engines.",Sathish Kottravel;Martin Falk;Erik Sund?n;Timo Ropinski,"Interactive Visualization Group, Link?ping University, Sweden;Interactive Visualization Group, Link?ping University, Sweden;Interactive Visualization Group, Link?ping University, Sweden;Visual Computing Research Group, Ulm University, Germany",Lenses;Apertures;Atomic measurements;Rendering (computer graphics);Cameras;Estimation;Data visualization,24,6596131;963286;4641923;5571280,6,7192702;7539643;7429514,SE;SE;SE;DE,,,,,,,,,,,,,
38,2015,7156386,Distance between extremum graphs,"Scientific phenomena are often studied through collections of related scalar fields generated from different observations of the same phenomenon. Exploration of such data requires a robust distance measure to compare scalar fields for tasks such as identifying key events and establishing correspondence between features in the data. Towards this goal, we propose a topological data structure called the complete extremum graph and define a distance measure on it for comparing scalar fields in a feature-aware manner. We design an algorithm for computing the distance and show its applications in analysing time varying data.",Vidya Narayanan;Dilip Mathew Thomas;Vijay Natarajan,"Indian Institute of Science, Bangalore, India;Indian Institute of Science, Bangalore, India;Indian Institute of Science, Bangalore, India",Distortion;Manifolds;Image analysis;Distortion measurement;Data structures;Level set,34,1298796;1298796;6064947;6064960;4658165;1290044;6875976;6064967;6634095;6634095;5613462,6,7429486,IN;IN;IN,,,,,,,,,,,,,
39,2015,7156387,A parallel and memory efficient algorithm for constructing the contour tree,"The contour tree is a topological structure associated with a scalar function that tracks the connectivity of the evolving level sets of the function. It supports intuitive and interactive visual exploration and analysis of the scalar function. This paper describes a fast, parallel, and memory efficient algorithm for constructing the contour tree of a scalar function on shared memory systems. Comparisons with existing implementations show significant improvement in both the running time and the memory expended. The proposed algorithm is particularly suited for large datasets that do not fit in memory. For example, the contour tree for a scalar function defined on a 8.6 billion vertex domain (2048°ø2048°ø2048 volume data) can be efficiently constructed using less than 10GB of memory.",Aditya Acharya;Vijay Natarajan,"Supercomputer Education and Research Centre, Indian Institute of Science, Bangalore, India;Department of Computer Science and Automation, Supercomputer Education and Research Centre, Indian Institute of Science, Bangalore, India",Level set;Data visualization;Memory management;Vegetation;Program processors;Algorithm design and analysis;Parallel algorithms,41,5669296;5669296;5710907;6189340;6634109;865879;7013070;6507496;1003552;5708142;6197281;4658165;6064967;5290727;4069241;5290764,5,7874333;7874312,IN;IN,,,,,,,,,,,,,
40,2015,7156388,Ray tracing within a data parallel framework,"Current architectural trends on supercomputers have dramatic increases in the number of cores and available computational power per die, but this power is increasingly difficult for programmers to harness effectively. High-level language constructs can simplify programming many-core devices, but this ease comes with a potential loss of processing power, particularly for cross-platform constructs. Recently, scientific visualization packages have embraced language constructs centering around data parallelism, with familiar operators such as map, reduce, gather, and scatter. Complete adoption of data parallelism will require that central visualization algorithms be revisited, and expressed in this new paradigm while preserving both functionality and performance. This investment has a large potential payoff: portable performance in software bases that can span over the many architectures that scientific visualization applications run on. With this work, we present a method for ray tracing consisting of entirely of data parallel primitives. Given the extreme computational power on nodes now prevalent on supercomputers, we believe that ray tracing can supplant rasterization as the work-horse graphics solution for scientific visualization. Our ray tracing method is relatively efficient, and we describe its performance with a series of tests, and also compare to leading-edge ray tracers that are optimized for specific platforms. We find that our data parallel approach leads to results that are acceptable for many scientific visualization use cases, with the key benefit of providing a single code base that can run on many architectures.",Matthew Larsen;Jeremy S. Meredith;Paul A. Navr?til;Hank Childs,"University of Oregon, USA;Oak Ridge National Laboratory, USA;Texas Advanced Computing Center, The University of Texas at Austin, USA;University of Oregon, USA",Ray tracing;Computer architecture;Parallel processing;Graphics processing units;Data visualization;DSL,40,4061561;4634633;5455820;5708139;6092323;6339601;4634620,10,7466740;7874308,US;US;US;US,,,,,,,,,,,,,
41,2015,7156389,Biclustering multivariate data for correlated subspace mining,"Exploring feature subspaces is one of promising approaches to analyzing and understanding the important patterns in multivariate data. If relying too much on effective enhancements in manual interventions, the associated results depend heavily on the knowledge and skills of users performing the data analysis. This paper presents a novel approach to extracting feature subspaces from multivariate data by incorporating biclustering techniques. The approach has been maximally automated in the sense that highly-correlated dimensions are automatically grouped to form subspaces, which effectively supports further exploration of them. A key idea behind our approach lies in a new mathematical formulation of asymmetric biclustering, by combining spherical k-means clustering for grouping highly-correlated dimensions, together with ordinary k-means clustering for identifying subsets of data samples. Lower-dimensional representations of data in feature subspaces are successfully visualized by parallel coordinate plot, where we project the data samples of correlated dimensions to one composite axis through dimensionality reduction schemes. Several experimental results of our data analysis together with discussions will be provided to assess the capability of our approach.",Kazuho Watanabe;Hsiang-Yun Wu;Yusuke Niibe;Shigeo Takahashi;Issei Fujishiro,"Toyohashi University of Technology, Japan;The University of Tokyo, Japan;Keio University, Japan;The University of Tokyo, Japan;Keio University, Japan",Linear programming;Correlation;Data visualization;Clustering algorithms;Data models;History;Data mining,33,5184827;6560006;6902872;6787137;1382895;4781148;6400488;6065027;6327268;6634155;6183569,1,,JP;JP;JP;JP;JP,,,,,,,,,,,,,
42,2015,7156390,Improving the fidelity of contextual data layouts using a Generalized Barycentric Coordinates framework,"Contextual layouts preserve the context of the data with the associated attributes (variables). However, their linear mapping causes errors in the layout - similar data points and variable nodes may not map to similar regions, and vice versa. In this paper, we first unify the various data layout schemes and choose the Generalized Bary-centric Coordinates (GBC) plot as the standard way to describe them. Second, we propose three algorithms - distance spaced lay-out, iterative error reduction, and force directed adjustment - to reduce the layout error of variables to variables, data to variables and data to data, respectively. We find that the combination of these three algorithms can yield large improvements in the layout error and so achieve a more comprehensive layout. Third, we describe an interface, the GBC Error Explorer, which allows users to explore the error using a variety of visualization schemes combined with some interactions.",Shenghui Cheng;Klaus Mueller,"Visual Analytics and Imaging Lab, Computer Science Department, Stony Brook University, USA;Visual Analytics and Imaging Lab, Computer Science Department, Stony Brook University, USA",Layout;Force;Context;Data visualization;Measurement;Optimization;Interpolation,18,1508218;1508218;4553710;146402;6155716;663916;6183569,7,,US;US,,,,,,,,,,,,,
43,2015,7156392,TrajRank: Exploring travel behaviour on a route by trajectory ranking,"In this paper, we propose a novel visual analysis method TrajRank to study the travel behaviour of vehicles along one route. We focus on the spatial-temporal distribution of travel time, i.e., the time spent on each road segment and the travel time variation in rush/non-rush hours. TrajRank first allows users to interactively select a route, and segment it into several road segments. Then trajectories passing this route are automatically extracted. These trajectories are ranked on each road segment according to travel time and further clustered according to the rankings on all road segments. Based on the above ranking analysis, we provide a temporal distribution view showing the temporal distribution of travel time and a ranking diagram view showing the spatial variation of travel time. With real taxi GPS data, we present three use cases and an informal user study to show the effectiveness and usability of our method.",Min Lu;Zuchao Wang;Xiaoru Yuan,"Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University, China;Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University, China;Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University, China",Trajectory;Roads;Visualization;Data visualization;Global Positioning System;Vehicles;Indexes,33,6634146;981848;636793;4658150;1634321;6102455;6266748;6327262;801851;6634174;6876029,9,7506246;7156361;7534822;7347645,CN;CN;CN,,,,,,,,,,,,,
